,技能名稱,預設,主手裝備,副手裝備,身體裝備,效果編號,效果類別名稱,屬性名稱,屬性值,屬性追加,消耗MP,射程,類型,連擊,動作時間,詠唱/蓄力時間
,,,,,,-,group,size,3,,,,,,,
,,,,,,-,proration,damage,magic,,,,,,,
,,,,,,-,damage,name,霞雪月花(前四擊),,,,,,,
,,,,,,,,constant,150*(SLv*SLv)/100,,,,,,,
,,,,,,,,multiplier,(750+$AGI+$DEX)/4,,,,,,,
,,,,,,,,frequency,4,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,-,damage,name,霞雪月花(最終擊),,,,,,,
,,,,,,,,constant,450*(SLv*SLv)/100,,,,,,,
,,,,,,,,multiplier,(750+$AGI+$DEX)*3/4,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,tips,text,月弧斬,,,,,,,
,,,,,,-,group,size,3,,,,,,,
,,,,,,-,proration,damage,magic,,,,,,,
,,,,,,-,damage,name,月弧斬,,,,,,,
,,,,,,,,constant,4.5*SLv*SLv,,,,,,,
,,,,,,,,multiplier,(750+$AGI+$DEX)*0.75,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,-,extra,caption,此傷害#[必定暴擊]。,,,,,,,
,,,,,,-,damage,name,月弧斬（追擊）,,,,,,,
,,,,,,,,constant,1.5*SLv*SLv,,,,,,,
,,,,,,,,multiplier,(750+$AGI+$DEX)/4,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,-,extra,caption,此傷害#[必定暴擊]。,,,,,,,
15,魔刃收割,預設,魔導具,,,-,text,text,使用後獲得累積魔法刃的能力，技能命中時累積魔刃層數（上限99），持有魔刃層數時，魔刃會圍繞自身並傷害碰觸到的敵人（魔刃最多同時存在5個）。再次使用技能時，MP消耗變為100，將展開中的魔刃發射。,,400 ,,瞬發,可以放入連擊,快,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,mark,"魔刃層數,魔刃發射",,,,,,,
,,,,,,-,list,text,每次使用攻擊技能命中，隱藏計數器會+${SLv}，一個技能最多疊1次，計數器達10時增加一層魔刃層數。（相當於每次攻擊增加${0.1*SLv}層）,,,,,,,
,,,,,,,,mark,"魔刃層數,魔刃發射",,,,,,,
,,,,,,-,stack,name,魔刃存在數量,,,,,,,
,,,,,,,,id,1,,,,,,,
,,,,,,,,min,0,,,,,,,
,,,,,,,,max,5,,,,,,,
,,,,,,,,default,0,,,,,,,
,,,,,,-,proration,damage,magic,,,,,,,
,,,,,,,,proration,none,,,,,,,
,,,,,,-,damage,name,魔刃接觸傷害,,,,,,,
,,,,,,,,constant,$BAGI/(10-0.5*SLv),,,,,,,
,,,,,,,,multiplier,10+$AGI/(20-SLv),,,,,,,
,,,,,,,,damage_type,magic,,,,,,,
,,,,,,,,cycle,4,,,,,,,
,,,,,,,,range_damage,short,,,,,,,
,,,,,,,,long_range_damage,0,,,,,,,
,,,,,,-,extra,condition,額外說明,,,,,,,
,,,,,,,,caption,魔刃在距自身2.5m的軌道上旋轉，魔刃的傷害半徑是1m，也就是會對距自身1.5~3.5m的敵人造成接觸傷害。,,,,,,,
,,,,,,-,extra,condition,額外說明,,,,,,,
,,,,,,,,caption,魔刃轉一圈用時4秒，多個魔刃平均分散在軌道上。,,,,,,,
,,,,,,-,space,#,,,,,,,,
,,,,,,-,proration,damage,magic,,,,,,,
,,,,,,-,damage,name,魔刃發射,,,,,,,
,,,,,,,,constant,100,,,,,,,
,,,,,,,,multiplier,200+$BINT/5,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,
,,,,,,,,range_damage,short,,,,,,,
,,,,,,,,long_range_damage,0,,,,,,,
,,,,,,,,frequency,stack,,,,,,,
,,,,,,,,title,each,,,,,,,
,,,,,,,,judgment,separate,,,,,,,
,,,,,,-,extra,condition,額外說明,,,,,,,
,,,,,,,,caption,此技能射程16m。,,,,,,,
,,,,,,-,list,text,若自身被#[翻覆]，已有魔刃層數減半；若自身#[昏厥]，已有魔刃層數全部丟失。,,,,,,,
,,,,,,,,mark,魔刃層數,,,,,,,
16,生命的光輝,預設,魔導具,,,-,text,text,對敵人施加5秒的生命爆破，效果時間結束後將引發爆炸，造成傷害。,,400 ,12 ,瞬發,無法放入連擊,快,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,mark,生命爆破,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,effect,name,生命爆破,,,,,,,
,,,,,,,,duration,5,,,,,,,
,,,,,,,,caption,友方全員，對此目標使用攻擊技能時，每消耗1MP，會轉化為1點生命能量(隱藏數值)，效果時間結束時，造成血爆傷害。,,,,,,,
,,,,,,,,type,target,,,,,,,
,,,,,,,,mark,"生命能量,血爆",,,,,,,
,,,,,,-,extra,condition,友方全員攻擊此目標時,,,,,,,
,,,,,,,,attack_mp_recovery,SLv,,,,,,,
,,,,,,-,tips,text,公會戰時其他隊伍，也計入友方全員的範圍內。,,,,,,,
,,,,,,-,tips,text,倒數結束前重複施加此狀態，生命能量計數重置。,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,proration,damage,magic,,,,,,,
,,,,,,-,damage,name,血爆,,,,,,,
,,,,,,,,constant,400,,,,,,,
,,,,,,,,multiplier,1000+100*SLv,,,,,,,
,,,,,,,,range_damage,0,,,,,,,
,,,,,,,,element,against,,,,,,,
,,,,,,,,combo_rate,0,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,
,,,,,,-,extra,caption,此傷害無法暴擊、無法被阻擋與閃躲。,,,,,,,
,,,,,,-,extra,caption,回復7m內隊伍成員${1000*SLv}HP，回復上限為對目標造成的傷害。,,,,,,,
,,,,,,-,base,type,custom,,,,,,,
,,,,,,,,title,累積生命能量,,,,,,,
,,,,,,,,caption,使用累積的生命能量作為MATK，然後依通常傷害公式計算，採計目標MDEF、魔法抗性。,,,,,,,
,,,,,,-,list,text,此傷害雖然不受連擊效果影響，但托環「無之架式」有效。,,,,,,,
,,,,,,,,,,,,,,,,
1,0,強化技能,,,,,,,,,,,,,,
0,1,防衛技能,,,,,,,,,,,,,,
0,重防具要領,預設,,,重量化,1,passive,guard_regenerate,SLv,,,,被動,,,
0,,歷史紀錄,0,2020/04/16,,-,text,text,閃躲阻擋系統全面變更，阻擋率變更為阻擋回復。,,,,,,,
,,,,,,1,,guard_regenerate,0,,,,,,,
,,,,,,,,guard_rate,SLv,,,,,,,
1,進階阻擋,預設,,,重量化,1,passive,guard_regenerate,SLv,,,,被動,,,
,,,,,,,,guard_power,Math.floor(SLv/2+0.5),,,,,,,
1,,歷史紀錄,0,2020/04/16,,-,text,text,閃躲阻擋系統全面變更，阻擋率變更為阻擋回復。,,,,,,,
,,,,,,1,,guard_regenerate,0,,,,,,,
,,,,,,,,guard_rate,SLv,,,,,,,
2,物理防禦,預設,,,,-,passive,caption,自身HP低於![50%]時，進行阻擋附帶之#[異常抗性]變為2倍。,,,,被動,,,
,,,,,,,,mark,阻擋,,,,,,,
,,,,,,-,list,text,阻擋所附帶之異常抗性，數值為((當前剩餘阻擋性能÷100))%。此數值與玩家能力、裝備提供的異常抗性不疊加，兩者僅取較高的一方作用。,,,,,,,
,,,,,,,,mark,異常抗性,,,,,,,
,,,,,,-,tips,text,「阻擋性能」是在「設定」中可看到的詳細數值（應為4~5位數），非畫面上顯示的值。,,,,,,,
,,,,,,,,mark,阻擋性能,,,,,,,
,,,,,,-,list,text,僅有技能等級Lv10時的數據，技能等級較低時，需要更低的HP比例才可觸發效果。,,,,,,,
,,,,,,-,reference,url,https://forum.gamer.com.tw/C.php?bsn=28271&snA=9412&page=1&gothis=34873#34873,,,,,,,
,,,,,,,,url_text,阻擋附加異常抗性的測試,,,,,,,
3,輕防具要領,預設,,,輕量化,1,passive,evasion_regenerate,SLv,,,,被動,,,
3,,歷史紀錄,0,2020/04/16,,-,text,text,閃躲阻擋系統全面變更，閃躲率變更為閃躲回復。,,,,,,,
,,,,,,1,,evasion_regenerate,0,,,,,,,
,,,,,,,,evasion_rate,SLv,,,,,,,
4,進階閃躲,預設,,,輕量化,1,passive,evasion_regenerate,SLv,,,,被動,,,
4,,歷史紀錄,0,2020/04/16,,-,text,text,閃躲阻擋系統全面變更，閃躲率變更為閃躲回復。,,,,,,,
,,,,,,1,,evasion_regenerate,0,,,,,,,
,,,,,,,,evasion_rate,SLv,,,,,,,
5,幻象迷蹤,預設,,,,-,passive,caption,學習後，可在蓄力或詠唱期間進行閃躲。此效果無法連續發動，須等待${20-SLv}秒，才可再次使用。,,,,被動,,,
,,,,,,-,tips,text,使用後會得到一狀態，在狀態結束前無法再次發動。,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1,1,防護技能,,,,,,,,,,,,,,
0,盾牌要領,預設,,盾牌,,-,passive,aspd,5*SLv,%,,,被動,,,
,,,,,,-,tips,text,原先裝備盾牌時攻擊速度-50%，此技能將可抵銷副作用。,,,,,,,
1,重盾擊,預設,,盾牌,,-,proration,damage,physical,,100 ,3 ,瞬發,可以放入連擊,稍快,
,,,,,,-,damage,constant,50+SLv*5,,,,,,,
,,,,,,,,multiplier,SLv*1.5,,,,,,,
,,,,,,,,ailment_name,昏厥,,,,,,,
,,,,,,,,ailment_chance,75+2.5*SLv,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,action_frame,92~52,,,,,,,
2,飛盾,預設,,盾牌,,1,text,text,丟擲盾牌，給敵人造成飛盾擊；若該次攻擊可成功附加#[昏厥]，技能轉變為飛盾重擊，將自身的VIT與盾牌精鍊值加強到攻擊上。,,200 ,5+SLv*1.5,瞬發,可以放入連擊,稍快,
,,,,,,,,branch,"飛盾擊, 飛盾重擊",,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,stack,name,盾牌精鍊值,,,,,,,
,,,,,,,,min,0,,,,,,,
,,,,,,,,max,15,,,,,,,
,,,,,,,,default,15,,,,,,,
,,,,,,,,id,1,,,,,,,
,,,,,,,,postpone,1,,,,,,,
,,,,,,,,value,@C.shield.refining,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,-,damage,constant,100+SLv*10,,,,,,,
,,,,,,,,multiplier,50+SLv*10,,,,,,,
,,,,,,,,element,light,,,,,,,
,,,,,,,,ailment_name,昏厥,,,,,,,
,,,,,,,,ailment_chance,SLv*10,,,,,,,
,,,,,,,,name,飛盾擊,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,-,damage,constant,100+SLv*10+$BVIT*(Math.floor(stack/3)+1),,,,,,,
,,,,,,,,multiplier,"(50+SLv*10)*Math.max(1,stack)",,,,,,,
,,,,,,,,element,light,,,,,,,
,,,,,,,,ailment_name,昏厥,,,,,,,
,,,,,,,,ailment_chance,SLv*10,,,,,,,
,,,,,,,,name,飛盾重擊,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
2,,歷史紀錄,0,2019/06/24,,-,text,text,附加昏厥成功時會造成額外傷害。,,,,,,,
,,,,,,1,,text,丟擲盾牌，給敵人造成飛盾擊。,,,,,,,
3,傷害反彈,預設,,盾牌,,-,text,text,習得此技能後，受到傷害並觸發阻擋時，將發動阻擋反擊。,,,,被動,,,
,,,,,,,,branch,阻擋反擊,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,2,proration,damage,physical,,,,,,,
,,,,,,,,proration,none,,,,,,,
,,,,,,1,damage,name,阻擋反擊,,,,,,,
,,,,,,,,constant,SLv*10+$shield_refining*60,,,,,,,
,,,,,,,,multiplier,SLv*10+$guard_power/100,,,,,,,
,,,,,,-,list,text,此處的阻擋性能為在「設定」裡所顯示的數值單位，應為4~5位數。,,,,,,,
3,,非預設,,,,1,damage,constant,SLv*10,,,,,,,
,,,,,,,,multiplier,SLv*10,,,,,,,
,,,,,,-,tips,text,未習得此技能時，阻擋時只會暫時中斷動作，並重置普通攻擊。,,,,,,,
3,,歷史紀錄,0,2020/04/16,,-,text,text,造成慣性調整為無慣性。,,,,,,,
,,,,,,2,,proration,physical,,,,,,,
3,,歷史紀錄,1,2020/04/16,,-,text,text,造成慣性調整為無慣性。,,,,,,,
,,,,,,2,,proration,physical,,,,,,,
4,防護盾甲,預設,,盾牌,,-,passive,def,SLv*2,,,,被動,,,
,,,,,,,,def,SLv*1,%,,,,,,
,,,,,,,,max_hp,SLv*50,,,,,,,
,,,,,,,,physical_resistance,SLv,,,,,,,
5,防魔盾甲,預設,,盾牌,,-,passive,mdef,SLv*2,,,,被動,,,
,,,,,,,,mdef,SLv*1,%,,,,,,
,,,,,,,,max_hp,SLv*50,,,,,,,
,,,,,,,,magic_resistance,SLv,,,,,,,
6,防禦界限,預設,,盾牌,,1,effect,type,party,,100 ,,瞬發,可以放入連擊,慢,
,,,,,,,,physical_resistance,5*(3+Math.floor(SLv/(10/3))),,,,,,,
,,,,,,,,magic_resistance,-30+5*Math.floor(SLv/(10/3)),,,,,,,
,,,,,,,,duration,SLv*60,,,,,,,
,,,,,,,,action_frame,171~97,,,,,,,
6,,非預設,,,,,,,,,300 ,,,,,
7,魔法庇護,預設,,盾牌,,1,effect,type,party,,100 ,,瞬發,可以放入連擊,慢,
,,,,,,,,magic_resistance,5*(3+Math.floor(SLv/(10/3))),,,,,,,
,,,,,,,,physical_resistance,-30+5*Math.floor(SLv/(10/3)),,,,,,,
,,,,,,,,duration,SLv*60,,,,,,,
,,,,,,,,action_frame,171~97,,,,,,,
7,,非預設,,,,,,,,,300 ,,,,,
8,移花接木,預設,,盾牌,,-,text,text,產生一庇護光環，光環內除自己以外的友軍受到庇護，並使自己進入守備狀態，受庇護的對象越多守備的效果就越強。,,600 ,,瞬發,可以放入連擊,慢,
,,,,,,,,branch,"庇護, 守備",,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,stack,id,1,,,,,,,
,,,,,,,,name,盾牌精鍊值,,,,,,,
,,,,,,,,min,0,,,,,,,
,,,,,,,,max,15,,,,,,,
,,,,,,,,default,15,,,,,,,
,,,,,,,,postpone,1,,,,,,,
,,,,,,,,value,@C.shield.refining,,,,,,,
,,,,,,-,effect,name,庇護,,,,,,,
,,,,,,,,type,aura,,,,,,,
,,,,,,,,condition,在光環範圍內的友軍,,,,,,,
,,,,,,,,radius,1+SLv*0.5,,,,,,,
,,,,,,,,attack_mp_recovery,5+SLv,,,,,,,
,,,,,,,,aggro,-40-SLv*2-stack*2,~,,,,,,
,,,,,,,,duration,"30+SLv*10+Math.max(0,SLv-5)*10",,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,action_frame,171~97,,,,,,,
,,,,,,-,extra,caption,受到的傷害減少${20+1.5*SLv+stack}%。,,,,,,,
,,,,,,-,tips,text,庇護對自己不產生效果。,,,,,,,
,,,,,,-,stack,id,0,,,,,,,
,,,,,,,,min,0,,,,,,,
,,,,,,,,max,3,,,,,,,
,,,,,,,,unit,人,,,,,,,
,,,,,,,,name,受庇護的友軍數量,,,,,,,
,,,,,,-,effect,guard_regenerate,15+stack[1],,,,,,,
,,,,,,,,attack_mp_recovery,(5+SLv)*stack[0],,,,,,,
,,,,,,,,atk,(-20+1.5*SLv)*stack[0],%,,,,,,
,,,,,,,,matk,(-30+2*SLv)*stack[0],%,,,,,,
,,,,,,,,aggro,(40+SLv*2+stack[1]*2)*stack[0],~,,,,,,
,,,,,,,,stack_id,"0,1",,,,,,,
,,,,,,,,condition,none,,,,,,,
,,,,,,,,name,守備,,,,,,,
,,,,,,-,extra,caption,"每3秒對所有目標產生${5+(32+stack[1]+Math.max(0,stack[1]-12))*0.1*stack[0]}的額外仇恨值。",,,,,,,
,,,,,,-,tips,text,額外仇恨值不受仇恨值%影響。,,,,,,,
,,,,,,-,list,text,此技能提供的是最終仇恨值，與裝備、其他技能提供的常規恨意值減免效果為疊乘而非疊加。,,,,,,,
,,,,,,,,mark,"庇護,最終仇恨值",,,,,,,
,,,,,,-,list,text,並且對於不受恨意值增減效果影響的仇恨，諸如挑釁、詠唱法術/終結時的固定仇恨等，也能造成影響。,,,,,,,
,,,,,,,,skill,"挑釁,法術/終結",,,,,,,
,,,,,,-,tips,text,自身與隊友同時施放移花接木時的計算,,,,,,,
,,,,,,-,group,size,2,,,,,,,
,,,,,,-,list,text,若隊伍中有兩人(或以上)同時施放移花接木並同時處在技能範圍內時，兩人都不享受對方的庇護效果、並且仇恨值計算將發生變化。,,,,,,,
,,,,,,,,mark,"庇護,守備",,,,,,,
,,,,,,-,list,text,若兩人技能等級相同，則兩方皆會得到「造成的最終仇恨值+${40+SLv*2+$shield_refining*2}%」的效果。（其中的盾精鍊值為自己的盾）,,,,,,,
,,,,,,-,list,text,若兩人技能等級不同，則只有技能等級較高的一方獲得最終仇恨加成，技能等級較低的一方則變為最終仇恨降低，提高量與降低量根據技能等級較高的一方的盾精鍊值。,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,reference,url,https://www.youtube.com/watch?v=38C8513vj54&ab_channel=JojiTorai,,,,,,,
,,,,,,,,url_text,仇恨機制解析影片,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
9,上擊盾,預設,,盾牌,,-,proration,damage,physical,,100 ,4 ,瞬發,可以放入連擊,,
,,,,,,-,damage,constant,100,,,,,,,
,,,,,,,,multiplier,15*SLv,,,,,,,
,,,,,,,,ailment_name,翻覆,,,,,,,
,,,,,,,,ailment_chance,10*SLv,,,,,,,
,,,,,,,,action_frame,92~52,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,name,上擊盾,,,,,,,
,,,,,,-,extra,condition,動作期間,,,,,,,
,,,,,,,,caption,自動維持手動阻擋狀態。,,,,,,,
,,,,,,-,extra,condition,動作期間,,,,,,,
,,,,,,,,caption,受到的所有傷害減輕${Math.floor(39+SLv*3+$shield_refining*SLv/5)}%。,,,,,,,
,,,,,,-,list,text,當該次傷害可成功造成#[翻覆]時，此技能傷害獲得強化。,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,damage,constant,100,,,,,,,
,,,,,,,,multiplier,15*SLv+SLv*$shield_refining,,,,,,,
,,,,,,,,ailment_name,翻覆,,,,,,,
,,,,,,,,ailment_chance,10*SLv,,,,,,,
,,,,,,,,action_frame,92~52,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,name,上擊盾（強化）,,,,,,,
,,,,,,-,extra,condition,動作期間,,,,,,,
,,,,,,,,caption,自動維持手動阻擋狀態。,,,,,,,
,,,,,,-,extra,condition,動作期間,,,,,,,
,,,,,,,,caption,受到的所有傷害減輕${Math.floor(39+SLv*3+$shield_refining*SLv/5)}%。,,,,,,,
,,,,,,-,list,text,此技能造成的#[翻覆]抵抗時間，較其他同類型技能長，約為20秒。,,,,,,,
10,成雙之盾,預設/and,,盾牌,重量化,-,text,text,施展此技能後，進入雙盾狀態，雙盾狀態下將使普攻動作改變，無法與其他改變普攻動作類的技能並存。,,300 ,,瞬發,可以放入連擊,,
,,,,,,,,branch,雙盾,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,stack,name,盾牌精鍊值,,,,,,,
,,,,,,,,min,0,,,,,,,
,,,,,,,,max,15,,,,,,,
,,,,,,,,default,15,,,,,,,
,,,,,,,,id,1,,,,,,,
,,,,,,,,postpone,1,,,,,,,
,,,,,,,,value,@C.shield.refining,,,,,,,
,,,,,,-,effect,name,雙盾,,,,,,,
,,,,,,,,action_frame,122~66,,,,,,,
,,,,,,,,duration,10+SLv*2+stack,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,aspd,-150+10*SLv+2*stack,%,,,,,,
,,,,,,,,accuracy,10*SLv+extra[0],,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,extra,caption,使普通攻擊轉變為雙盾攻擊。,,,,,,,
,,,,,,-,extra,caption,狀態期間，始終維持#[手動阻擋][阻擋（玩家）]狀態。（須將阻檔操作方式設為手動）,,,,,,,
,,,,,,-,extra,caption,#[阻擋][阻擋（玩家）]時消耗的阻檔力減半。,,,,,,,
,,,,,,1,extra,condition,防具類型為重裝化時,,,,,,,
,,,,,,,,caption,普通攻擊的間隔時間變為0，並使#[阻擋][阻擋（玩家）]的有效範圍從僅限正面攻擊變為全範圍。,,,,,,,
,,,,,,-,formula_extra,texts,盾牌DEF,,,,,,,
,,,,,,,,value.0,@C.sub.atk,,,,,,,
,,,,,,-,list,text,此技能維持#[阻擋][阻擋（玩家）]狀態時，不會使阻檔力停止回復。,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,proration,damage,normal_attack,,,,,,,
,,,,,,-,damage,name,雙盾攻擊,,,,,,,
,,,,,,,,constant,0,,,,,,,
,,,,,,,,multiplier,100+SLv*10+$BVIT*0.2,,,,,,,
,,,,,,,,frequency,3,,,,,,,
,,,,,,,,action_frame,122~66,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,-,list,text,雙盾攻擊期間，可使用部分技能(如:完善守備)來中斷攻擊動作。只要第一擊命中，便會正常造成慣性與攻回。,,,,,,,
,,,,,,,,mark,雙盾攻擊,,,,,,,
,,,,,,,,skill,完善守備,,,,,,,
,,,,,,-,list,text,雙盾攻擊的攻擊射程跟隨主武器，但射程最大不會超過3m。,,,,,,,
,,,,,,,,mark,雙盾攻擊,,,,,,,
,,,,,,-,tips,text,強射的發動距離不受影響。,,,,,,,
,,,,,,,,skill,強射,,,,,,,
,,,,,,-,list,text,阻擋不可用時（阻擋力變為0或進入#[降防]狀態時），雙盾狀態立刻失效。,,,,,,,
,,,,,,-,list,text,此技能與圍攻一同放入連擊，會使連擊失效，可能為BUG。,,,,,,,
,,,,,,,,skill,圍攻,,,,,,,
10,,非預設,,盾牌,,1,,,,,,,,,,
,,,,,,,,,,,,,,,,
11,護盾修復,預設,,盾牌,,-,text,text,施放此技能後，立即回復部分已消耗的#[阻檔力][阻擋（玩家）]，並回復少量MP。修復的阻檔力越多、回復MP越多。,,200 ,,須蓄力,可以放入連擊,,1
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,effect,name,護盾修復,,,,,,,
,,,,,,,,caption,回復${10+SLv*4}%當前已損失阻檔力。,,,,,,,
,,,,,,,,action_frame,111~66,,,,,,,
,,,,,,-,extra,caption,回復((20+實際回復的阻檔力數值×${5+SLv/2}))點的MP。,,,,,,,
,,,,,,-,list,text,此技能蓄力時間不受詠唱速度影響。,,,,,,,
,,,,,,-,tips,text,回復MP仍有錯誤，約為估計值。,,,,,,,
11,,歷史紀錄,0,2023/11/09,,139,basic,casting_time,2,,,,,,,
,,,,,,,,,,,,,,,,
12,圍攻,預設/and,,盾牌,重量化,-,text,text,僅在雙盾狀態下才可施放，以鎖定目標為中心進行兩次雙盾飛斬，並結束雙盾狀態。當目標處於無法行動狀態時，此技能傷害獲得強化。,,600 ,12 ,瞬發,可以放入連擊,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,mark,"雙盾飛斬,雙盾",,,,,,,
,,,,,,-,tips,text,此處的無法行動狀態，指#[昏厥]、#[翻覆]、#[膽怯]。,,,,,,,
,,,,,,-,stack,name,盾牌精鍊值,,,,,,,
,,,,,,,,min,0,,,,,,,
,,,,,,,,max,15,,,,,,,
,,,,,,,,default,15,,,,,,,
,,,,,,,,id,1,,,,,,,
,,,,,,,,postpone,1,,,,,,,
,,,,,,,,value,@C.shield.refining,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,10,damage,name,雙盾飛斬,,,,,,,
,,,,,,,,constant,100+10*SLv,,,,,,,
,,,,,,,,multiplier,400+35*SLv,,,,,,,
,,,,,,,,frequency,2,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,,,title,each,,,,,,,
,,,,,,,,judgment,separate,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,radius,4,,,,,,,
,,,,,,11,damage,name,雙盾飛斬（強化）,,,,,,,
,,,,,,,,constant,100+10*SLv+$BVIT*(1+Math.floor(stack/5)),,,,,,,
,,,,,,,,multiplier,600+52.5*SLv,,,,,,,
,,,,,,,,frequency,2,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,,,title,each,,,,,,,
,,,,,,,,judgment,separate,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,radius,4,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,3,list,text,裝備重裝化防具時，對範圍內目標附加減益（無須成功命中、且所有攻擊該目標的我方均可享受以下效果）：,,,,,,,
,,,,,,,,mark,重裝化防具,,,,,,,
,,,,,,1,effect,condition,裝備重裝化防具時,,,,,,,
,,,,,,,,duration,15,,,,,,,
,,,,,,,,caption,使被命中目標的暴擊抗性降低${SLv}。,,,,,,,
,,,,,,,,type,party,,,,,,,
,,,,,,2,extra,condition,目標處於無法行動狀態時,,,,,,,
,,,,,,,,attack_mp_recovery,2*SLv,,,,,,,
,,,,,,,,total_damage_B,SLv/2,,,,,,,
,,,,,,4,list,text,著重裝防具、且目標無法行動時，此技能第一段傷害即會對目標施加減益，第二段傷害即可享受到最終傷害加成效果（一層）。,,,,,,,
,,,,,,5,list,text,每下圍攻的傷害都會附加一次減益，且效果可疊加(最多二層)，故兩次傷害皆命中時效果會翻倍。,,,,,,,
,,,,,,,,,,,,,,,,
12,,非預設,,盾牌,,1,,,,,,,,,,
,,,,,,2,,,,,,,,,,
,,,,,,3,,,,,,,,,,
,,,,,,4,,,,,,,,,,
,,,,,,5,,,,,,,,,,
12,,歷史紀錄,0,2023/11/09,,-,,,,,,,,,,
,,,,,,10,,multiplier,400+10*SLv,,,,,,,
,,,,,,11,,multiplier,600+15*SLv,,,,,,,
,,,,,,1,,duration,10,,,,,,,
12,,歷史紀錄,0,2024/04/18,,10,,range_damage,0,,,,,,,
,,,,,,11,,range_damage,0,,,,,,,
